d_loss,epoch,g_loss,seg_loss,st_loss,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_loss,val_mIoU
0.6395260095596313,0,1.4012364149093628,1.372470736503601,0.19037500023841858,49,,,,,,,
0.6368483901023865,0,1.0788710117340088,1.062476634979248,0.08601595461368561,99,,,,,,,
0.6615713834762573,0,1.0865150690078735,1.069122314453125,0.09405568987131119,149,,,,,,,
0.6536809206008911,0,0.9602846503257751,0.9420372247695923,0.11427958309650421,199,,,,,,,
0.6418873071670532,0,0.9849823713302612,0.9515764117240906,0.2614334225654602,249,,,,,,,
0.6611957550048828,0,0.9139312505722046,0.8795182108879089,0.27002084255218506,299,,,,,,,
0.6479028463363647,0,1.046194314956665,1.0261778831481934,0.10808791220188141,349,,,,,,,
0.6566087603569031,0,1.1123924255371094,1.0885196924209595,0.1439197063446045,399,,,,,,,
0.613591730594635,0,0.9194406867027283,0.8822895288467407,0.2850971221923828,449,,,,,,,
0.6547616720199585,0,0.7433022856712341,0.7196110486984253,0.15869341790676117,499,,,,,,,
,0,,,,538,,,,0.862052857875824,0.8842474818229675,0.7980281114578247,0.7648560404777527
,0,,,,538,0.8116188049316406,0.809063196182251,0.6856674551963806,,,,
0.6460798382759094,1,1.0212769508361816,0.9951661825180054,0.17135699093341827,549,,,,,,,
0.670228898525238,1,0.9855406880378723,0.9605128765106201,0.16825544834136963,599,,,,,,,
0.670131266117096,1,1.1851903200149536,1.1483871936798096,0.27798011898994446,649,,,,,,,
0.6381665468215942,1,0.8718422651290894,0.8495975136756897,0.14675234258174896,699,,,,,,,
0.674280047416687,1,0.9379597902297974,0.9136298894882202,0.16715547442436218,749,,,,,,,
0.6442592144012451,1,0.9145364165306091,0.8888176083564758,0.1707644760608673,799,,,,,,,
0.6002585887908936,1,0.8864215612411499,0.8600293397903442,0.16406141221523285,849,,,,,,,
0.6171965599060059,1,0.8269484043121338,0.7989769577980042,0.20008441805839539,899,,,,,,,
0.619087815284729,1,0.8811726570129395,0.85050368309021,0.21983730792999268,949,,,,,,,
0.655340850353241,1,0.7850872874259949,0.7590446472167969,0.1780148595571518,999,,,,,,,
0.6280696392059326,1,0.8338286876678467,0.8054524660110474,0.18905174732208252,1049,,,,,,,
,1,,,,1077,,,,0.8652564287185669,0.8884211182594299,0.768731951713562,0.7696735858917236
,1,,,,1077,0.8615412712097168,0.8568915128707886,0.7593659162521362,,,,
0.6450270414352417,2,0.9041934013366699,0.8774363398551941,0.1802489161491394,1099,,,,,,,
0.6381371021270752,2,0.8084702491760254,0.7816391587257385,0.19535815715789795,1149,,,,,,,
0.6527787446975708,2,0.9068608283996582,0.8818268775939941,0.17325517535209656,1199,,,,,,,
0.6245377063751221,2,0.6928719282150269,0.6651303768157959,0.18564371764659882,1249,,,,,,,
0.6343794465065002,2,1.3242074251174927,1.2958652973175049,0.19533106684684753,1299,,,,,,,
0.6592656970024109,2,0.9150768518447876,0.8778591156005859,0.28023600578308105,1349,,,,,,,
0.5933811068534851,2,0.688833475112915,0.6585872769355774,0.2149023562669754,1399,,,,,,,
0.6442596912384033,2,0.7790722846984863,0.7530235052108765,0.16218659281730652,1449,,,,,,,
0.5972841382026672,2,0.7179182767868042,0.6911807060241699,0.17271271347999573,1499,,,,,,,
0.6650665998458862,2,0.8264023661613464,0.7989583015441895,0.18868044018745422,1549,,,,,,,
0.672322690486908,2,0.8042626976966858,0.7745419144630432,0.21091903746128082,1599,,,,,,,
,2,,,,1616,,,,0.877907931804657,0.8977476954460144,0.7320457696914673,0.7887848615646362
,2,,,,1616,0.8730342388153076,0.8710718154907227,0.7774178981781006,,,,
0.6458364725112915,3,0.817248523235321,0.7870539426803589,0.2190505415201187,1649,,,,,,,
0.5912273526191711,3,0.7649139165878296,0.7353696823120117,0.20833945274353027,1699,,,,,,,
0.581739068031311,3,0.7690168619155884,0.7392599582672119,0.18858754634857178,1749,,,,,,,
0.5964375138282776,3,0.7190619707107544,0.6907458305358887,0.200688436627388,1799,,,,,,,
0.6205270886421204,3,0.858241617679596,0.8258345723152161,0.22760328650474548,1849,,,,,,,
0.6320022940635681,3,0.9926730990409851,0.9614355564117432,0.2164386808872223,1899,,,,,,,
0.6079363822937012,3,0.6355576515197754,0.604861855506897,0.2085394263267517,1949,,,,,,,
0.6665334701538086,3,0.7116828560829163,0.6818945407867432,0.2106633484363556,1999,,,,,,,
0.6254174709320068,3,0.7845333218574524,0.7539740204811096,0.21641921997070312,2049,,,,,,,
0.5923570394515991,3,0.7730364799499512,0.7429651021957397,0.20872625708580017,2099,,,,,,,
0.6522327065467834,3,0.7284660339355469,0.6998916268348694,0.19372837245464325,2149,,,,,,,
,3,,,,2155,,,,0.8884241580963135,0.9050848484039307,0.698724091053009,0.8046296834945679
,3,,,,2155,0.8823333978652954,0.8811310529708862,0.7921122908592224,,,,
0.6050282716751099,4,0.7235011458396912,0.6918612718582153,0.2213183492422104,2199,,,,,,,
0.695243775844574,4,0.781440019607544,0.7501962184906006,0.2319285273551941,2249,,,,,,,
0.6175394058227539,4,0.7719789147377014,0.7406851649284363,0.22235903143882751,2299,,,,,,,
0.6438947319984436,4,0.8530686497688293,0.8221544027328491,0.22179611027240753,2349,,,,,,,
0.5926381349563599,4,0.7268098592758179,0.6941462159156799,0.21978172659873962,2399,,,,,,,
0.5957012176513672,4,0.7856247425079346,0.7549583911895752,0.20500338077545166,2449,,,,,,,
0.5854484438896179,4,0.7834716439247131,0.7532601952552795,0.21699471771717072,2499,,,,,,,
0.8025691509246826,4,0.8177748322486877,0.7916718125343323,0.18303874135017395,2549,,,,,,,
0.550753653049469,4,0.7151466012001038,0.6850543022155762,0.20646241307258606,2599,,,,,,,
0.6680492758750916,4,0.905617892742157,0.8731702566146851,0.23804554343223572,2649,,,,,,,
,4,,,,2694,,,,0.8909995555877686,0.9082344174385071,0.6775315403938293,0.8087574243545532
,4,,,,2694,0.8873518109321594,0.8859127163887024,0.8000602126121521,,,,
